name;email;affiliation
Guy Rosen;Guy.Rosen@gmail.com;California Institute of Technology
B. Aditya Prakash;B..Prakash@gmail.com;Politecnico di Milano
Shikoh Gitau;Shikoh.Gitau@gmail.com;California Institute of Technology
Paul Marshall;Paul.Marshall@gmail.com;California Institute of Technology
Henry M. Tufo;Henry.Tufo@gmail.com;National University of Singapore (NUS)
Kate Keahey;Kate.Keahey@gmail.com;Harvard University
Wayne Woldt;Wayne.Woldt@gmail.com;University of Cambridge
George Meyer;George.Meyer@gmail.com;Peking University
Jean Yang;Jean.Yang@gmail.com;Imperial College London
Niels Ole Bernsen;Niels.Bernsen@gmail.com;California Institute of Technology
Michael A. Grasso;Michael.Grasso@gmail.com;University of Oxford
David Stirling;David.Stirling@gmail.com;University of Pennsylvania
Firas Al-Ali;Firas.Al-Ali@gmail.com;Politecnico di Milano
Claire Brierley;Claire.Brierley@gmail.com;Massachusetts Institute of Technology
Eric Atwell;Eric.Atwell@gmail.com;Massachusetts Institute of Technology
Guopeng Zhao;Guopeng.Zhao@gmail.com;California Institute of Technology
Arthur S. Bland;Arthur.Bland@gmail.com;Tsinghua University
Daniel Lemire;Daniel.Lemire@gmail.com;The University of Edinburgh
John M. Mellor-Crummey;John.Mellor-Crummey@gmail.com;University of Chicago
William Gropp;William.Gropp@gmail.com;California Institute of Technology
Maurice Herlihy;Maurice.Herlihy@gmail.com;The University of Edinburgh
Nelson Zhang;Nelson.Zhang@gmail.com;Cornell University
JeeWhan Choi;JeeWhan.Choi@gmail.com;University of Pennsylvania
Richard W. Vuduc;Richard.Vuduc@gmail.com;University of Oxford
Craig Pfeifer;Craig.Pfeifer@gmail.com;Harvard University
Arjumand Younos;Arjumand.Younos@gmail.com;UCL
Scott E. Delman;Scott.Delman@gmail.com;Cornell University
Johnny Chung Lee;Johnny.Lee@gmail.com;UCL
Mohammad Mahdian;Mohammad.Mahdian@gmail.com;University of Cambridge
E. Jason Riedy;E..Riedy@gmail.com;California Institute of Technology
David A. Bader;David.Bader@gmail.com;Yale University
Christina Strohrmann;Christina.Strohrmann@gmail.com;Peking University
Gerhard Tröster;Gerhard.Tröster@gmail.com;Massachusetts Institute of Technology
Brendan Z. Allison;Brendan.Allison@gmail.com;Peking University
Nick Papanikolaou;Nick.Papanikolaou@gmail.com;Princeton University
Alexandre Denault;Alexandre.Denault@gmail.com;Princeton University
Jörg Kienzle;Jörg.Kienzle@gmail.com;The University of Edinburgh
Tomas Barreto;Tomas.Barreto@gmail.com;The University of Edinburgh
Alex Laskey;Alex.Laskey@gmail.com;Tsinghua University
Ogi Kavazovic;Ogi.Kavazovic@gmail.com;Massachusetts Institute of Technology
Percy Liang;Percy.Liang@gmail.com;Peking University
Cliburn Chan;Cliburn.Chan@gmail.com;Yale University
Erin Carson;Erin.Carson@gmail.com;ETH Zurich
Stephany Filimon;Stephany.Filimon@gmail.com;National University of Singapore (NUS)
Atanu Garai;Atanu.Garai@gmail.com;UCL
Grace Woo;Grace.Woo@gmail.com;ETH Zurich
Omoju Miller;Omoju.Miller@gmail.com;University of Oxford
Sergio Sayago;Sergio.Sayago@gmail.com;ETH Zurich
Patricia Santos;Patricia.Santos@gmail.com;Yale University
Maite Gonzalez;Maite.Gonzalez@gmail.com;EPFL
Míriam Arenas;Míriam.Arenas@gmail.com;Harvard University
Laura López;Laura.López@gmail.com;University of Cambridge
Rachel Gollub;Rachel.Gollub@gmail.com;Yale University
Eldar Sadikov;Eldar.Sadikov@gmail.com;Stanford University
Montserrat Medina;Montserrat.Medina@gmail.com;University of Chicago
Suresh Venkatasubramanian;Suresh.Venkatasubramanian@gmail.com;Politecnico di Milano
Kristina Winbladh;Kristina.Winbladh@gmail.com;University of Cambridge
Myra Dideles;Myra.Dideles@gmail.com;University of Pennsylvania
Paula M. Bach;Paula.Bach@gmail.com;Cornell University
Kathleen Diga;Kathleen.Diga@gmail.com;The University of Edinburgh
Stephen Coy;Stephen.Coy@gmail.com;UCL
Nick Knight;Nick.Knight@gmail.com;National University of Singapore (NUS)
Jack Poulson;Jack.Poulson@gmail.com;EPFL
Kayre Hylton;Kayre.Hylton@gmail.com;National University of Singapore (NUS)
Mary Beth Rosson;Mary.Rosson@gmail.com;University of Pennsylvania
Craig H. Ganoe;Craig.Ganoe@gmail.com;University of Cambridge
Dana Moshkovitz;Dana.Moshkovitz@gmail.com;California Institute of Technology
Mohammad Arif;Mohammad.Arif@gmail.com;EPFL
Kibum Kim;Kibum.Kim@gmail.com;University of Chicago
Sadaf Alam;Sadaf.Alam@gmail.com;University of Oxford
Roland N. Ibbett;Roland.Ibbett@gmail.com;Stanford University
Frédéric Mallet;Frédéric.Mallet@gmail.com;University of Oxford
Billy Rathje;Billy.Rathje@gmail.com;UCL
Robert Chin;Robert.Chin@gmail.com;UCL
Jeremy Kindy;Jeremy.Kindy@gmail.com;ETH Zurich
John Shuping;John.Shuping@gmail.com;University of Oxford
Patricia Yali Underhill;Patricia.Underhill@gmail.com;National University of Singapore (NUS)
David John;David.John@gmail.com;UCL
Amelio Vázquez Reina;Amelio.Reina@gmail.com;Harvard University
Won-Ki Jeong;Won-Ki.Jeong@gmail.com;EPFL
Jeff Lichtman;Jeff.Lichtman@gmail.com;EPFL
Hanspeter Pfister;Hanspeter.Pfister@gmail.com;University of Oxford
Jason Wiese;Jason.Wiese@gmail.com;University of Chicago
Ed DeHart;Ed.DeHart@gmail.com;UCL
Qusay H. Mahmoud;Qusay.Mahmoud@gmail.com;University of Chicago
May AlTaei;May.AlTaei@gmail.com;University of Oxford
Leon Jololian;Leon.Jololian@gmail.com;UCL
Oded Goldreich;Oded.Goldreich@gmail.com;University of Pennsylvania
Maria Kechagia;Maria.Kechagia@gmail.com;Princeton University
Jerry Guo;Jerry.Guo@gmail.com;University of Pennsylvania
Bryan C. Catanzaro;Bryan.Catanzaro@gmail.com;Cornell University
Kurt Keutzer;Kurt.Keutzer@gmail.com;Yale University
Joshua Tauberer;Joshua.Tauberer@gmail.com;Stanford University
Sumit Narayan;Sumit.Narayan@gmail.com;University of Oxford
Chris Heiden;Chris.Heiden@gmail.com;Cornell University
William Stallings;William.Stallings@gmail.com;Stanford University
Dhaval Gada;Dhaval.Gada@gmail.com;Princeton University
Rajat Gogri;Rajat.Gogri@gmail.com;University of Oxford
Punit Rathod;Punit.Rathod@gmail.com;Imperial College London
Zalak Dedhia;Zalak.Dedhia@gmail.com;Cornell University
Nirali Mody;Nirali.Mody@gmail.com;University of Cambridge
Sugata Sanyal;Sugata.Sanyal@gmail.com;University of Pennsylvania
Ajith Abraham;Ajith.Abraham@gmail.com;University of Cambridge
Zoran Constantinescu;Zoran.Constantinescu@gmail.com;Massachusetts Institute of Technology
Pavel Petrovic;Pavel.Petrovic@gmail.com;UCL
Jonathan Mayer;Jonathan.Mayer@gmail.com;ETH Zurich
Nitin Madnani;Nitin.Madnani@gmail.com;Stanford University
Aliza Aufrichtig;Aliza.Aufrichtig@gmail.com;Massachusetts Institute of Technology
Saman Amirpour Amraii;Saman.Amraii@gmail.com;California Institute of Technology
Cory Quammen;Cory.Quammen@gmail.com;University of Oxford
David P. Anderson;David.Anderson@gmail.com;Cornell University
Damien Marshall;Damien.Marshall@gmail.com;Massachusetts Institute of Technology
Séamus McLoone;Séamus.McLoone@gmail.com;University of Cambridge
Saar Drimer;Saar.Drimer@gmail.com;California Institute of Technology
Gunther Palfinger;Gunther.Palfinger@gmail.com;Yale University
Diwaker Gupta;Diwaker.Gupta@gmail.com;Politecnico di Milano
Jeffrey L. Poet;Jeffrey.Poet@gmail.com;University of Chicago
A. Malcolm Campbell;A..Campbell@gmail.com;Stanford University
Todd T. Eckdahl;Todd.Eckdahl@gmail.com;EPFL
Laurie J. Heyer;Laurie.Heyer@gmail.com;Imperial College London
Joshua B. Gross;Joshua.Gross@gmail.com;UCL
Nick Datzov;Nick.Datzov@gmail.com;Princeton University
Matthew Kay;Matthew.Kay@gmail.com;Politecnico di Milano
Lora Oehlberg;Lora.Oehlberg@gmail.com;University of Pennsylvania
Jonathan Doyle;Jonathan.Doyle@gmail.com;Peking University
Eric J. Shamow;Eric.Shamow@gmail.com;Yale University
Grey Ballard;Grey.Ballard@gmail.com;University of Cambridge
Joonghoon Lee;Joonghoon.Lee@gmail.com;National University of Singapore (NUS)
Sarah Jeong;Sarah.Jeong@gmail.com;The University of Edinburgh
Colin McSwiggen;Colin.McSwiggen@gmail.com;California Institute of Technology
Jeffrey Heer;Jeffrey.Heer@gmail.com;ETH Zurich
Sean Kandel;Sean.Kandel@gmail.com;Tsinghua University
Vishakh;#VALUE!;The University of Edinburgh
Nicholas Urrea;Nicholas.Urrea@gmail.com;Tsinghua University
Tadashi Nakano;Tadashi.Nakano@gmail.com;Cornell University
Tatsuya Suda;Tatsuya.Suda@gmail.com;ETH Zurich
Matt Might;Matt.Might@gmail.com;Cornell University
Tracey Lynn Weisheit;Tracey.Weisheit@gmail.com;University of Cambridge
Martin Dittus;Martin.Dittus@gmail.com;University of Cambridge
Vassilios S. Verykios;Vassilios.Verykios@gmail.com;UCL
Deepti Singh;Deepti.Singh@gmail.com;EPFL
Frank Boland;Frank.Boland@gmail.com;University of Chicago
Tom Bartindale;Tom.Bartindale@gmail.com;Peking University
Artemios G. Voyiatzis;Artemios.Voyiatzis@gmail.com;The University of Edinburgh
Haining Mo;Haining.Mo@gmail.com;Massachusetts Institute of Technology
Neeti Sharad Wagle;Neeti.Wagle@gmail.com;California Institute of Technology
Iain Bourne;Iain.Bourne@gmail.com;Harvard University
Jeff R. Hammond;Jeff.Hammond@gmail.com;Yale University
Per Ola Kristensson;Per.Kristensson@gmail.com;University of Oxford
Anh Nguyen;Anh.Nguyen@gmail.com;Harvard University
Jonathan Laserson;Jonathan.Laserson@gmail.com;Tsinghua University
Yan Shvartzshnaider;Yan.Shvartzshnaider@gmail.com;Stanford University
Elaine Mackey;Elaine.Mackey@gmail.com;Tsinghua University
Mark Elliot;Mark.Elliot@gmail.com;University of Chicago
Jelani Nelson;Jelani.Nelson@gmail.com;Yale University
Nicole Immorlica;Nicole.Immorlica@gmail.com;University of Oxford
Andreas Birkbak;Andreas.Birkbak@gmail.com;University of Cambridge
Mark Harrison;Mark.Harrison@gmail.com;Tsinghua University
Georgios Kontonatsios;Georgios.Kontonatsios@gmail.com;ETH Zurich
Matt Shardlow;Matt.Shardlow@gmail.com;University of Pennsylvania
Anjul Bhambhri;Anjul.Bhambhri@gmail.com;University of Oxford
Kevin Henry;Kevin.Henry@gmail.com;Imperial College London
David Birch;David.Birch@gmail.com;University of Oxford
Dean Jackson;Dean.Jackson@gmail.com;Politecnico di Milano
Rolf Adelsberger;Rolf.Adelsberger@gmail.com;Yale University
Mark Kamau;Mark.Kamau@gmail.com;University of Oxford
Kagonya Awori;Kagonya.Awori@gmail.com;University of Pennsylvania
Matan Gavish;Matan.Gavish@gmail.com;Harvard University
David L. Donoho;David.Donoho@gmail.com;Princeton University
Amos Onn;Amos.Onn@gmail.com;Tsinghua University
Michael Hulme;Michael.Hulme@gmail.com;Yale University
Michael E. Locasto;Michael.Locasto@gmail.com;Politecnico di Milano
Atif Khan;Atif.Khan@gmail.com;University of Chicago
Liron Lifshitz-Yadin;Liron.Lifshitz-Yadin@gmail.com;University of Oxford
Daniela Raijman-Aharonov;Daniela.Raijman-Aharonov@gmail.com;University of Cambridge
Scott Dyer;Scott.Dyer@gmail.com;ETH Zurich
Wenlong Zhang;Wenlong.Zhang@gmail.com;Peking University
Yi-Hung Wei;Yi-Hung.Wei@gmail.com;Peking University
Quan Leng;Quan.Leng@gmail.com;Politecnico di Milano
Song Han;Song.Han@gmail.com;Politecnico di Milano
Vinayak R. Borkar;Vinayak.Borkar@gmail.com;Imperial College London
Michael J. Carey;Michael.Carey@gmail.com;Imperial College London
Chen Li;Chen.Li@gmail.com;Yale University
Oded Green;Oded.Green@gmail.com;Politecnico di Milano
Yoav Green;Yoav.Green@gmail.com;Peking University
Marion Oswald;Marion.Oswald@gmail.com;California Institute of Technology
Ariel D. Procaccia;Ariel.Procaccia@gmail.com;Princeton University
Ramaswamy Chandramouli;Ramaswamy.Chandramouli@gmail.com;University of Oxford
Peter Mell;Peter.Mell@gmail.com;ETH Zurich
James Hegarty;James.Hegarty@gmail.com;University of Pennsylvania
Nathan Dimmock;Nathan.Dimmock@gmail.com;Massachusetts Institute of Technology
Ian Maddison;Ian.Maddison@gmail.com;Yale University
Terrell R. Bennett;Terrell.Bennett@gmail.com;Cornell University
Julia Seiter;Julia.Seiter@gmail.com;Peking University
Dan Boneh;Dan.Boneh@gmail.com;University of Oxford
Stuart Patterson;Stuart.Patterson@gmail.com;Imperial College London
Kelley Misata;Kelley.Misata@gmail.com;ETH Zurich
Claudia Schulz 0001;Claudia.0001@gmail.com;University of Chicago
Rosalva E. Gallardo-Valencia;Rosalva.Gallardo-Valencia@gmail.com;The University of Edinburgh
Susan Elliott Sim;Susan.Sim@gmail.com;Politecnico di Milano
Sara Rosenthal;Sara.Rosenthal@gmail.com;Tsinghua University
Chris Jordon;Chris.Jordon@gmail.com;University of Chicago
Steve Clough;Steve.Clough@gmail.com;University of Cambridge
Michael DiBernardo;Michael.DiBernardo@gmail.com;Tsinghua University
Dmitriy V. Pinskiy;Dmitriy.Pinskiy@gmail.com;University of Oxford
Jörg Meyer;Jörg.Meyer@gmail.com;University of Chicago
Bernd Hamann;Bernd.Hamann@gmail.com;University of Oxford
Kenneth I. Joy;Kenneth.Joy@gmail.com;California Institute of Technology
Eric Brugger;Eric.Brugger@gmail.com;Tsinghua University
Mark A. Duchaineau;Mark.Duchaineau@gmail.com;Stanford University
Sumitra Nair;Sumitra.Nair@gmail.com;The University of Edinburgh
Jérôme Cukier;Jérôme.Cukier@gmail.com;Cornell University
David Richeson;David.Richeson@gmail.com;Princeton University
Suranga Nath Kasthurirathne;Suranga.Kasthurirathne@gmail.com;Yale University
Alexa Lee;Alexa.Lee@gmail.com;Tsinghua University
David L. Largent;David.Largent@gmail.com;Stanford University
Elke Moritz;Elke.Moritz@gmail.com;Imperial College London
Thomas Wischgoll;Thomas.Wischgoll@gmail.com;Yale University
Ymir Vigfusson;Ymir.Vigfusson@gmail.com;Tsinghua University
Gregory Chockler;Gregory.Chockler@gmail.com;Cornell University
Sheena Lewis Erete;Sheena.Erete@gmail.com;Imperial College London
Noah A. Smith;Noah.Smith@gmail.com;California Institute of Technology
André F. T. Martins;André.Martins@gmail.com;EPFL
Neel Vadoothker;Neel.Vadoothker@gmail.com;Tsinghua University
Anirvana Mishra;Anirvana.Mishra@gmail.com;Politecnico di Milano
Ricardo M. Hoar;Ricardo.Hoar@gmail.com;Stanford University
Joanne K. Penner;Joanne.Penner@gmail.com;Yale University
Aram Wettroth Harrow;Aram.Harrow@gmail.com;Massachusetts Institute of Technology
Konstantin A. Korolev;Konstantin.Korolev@gmail.com;California Institute of Technology
Shu Chen;Shu.Chen@gmail.com;University of Cambridge
Zijing Li;Zijing.Li@gmail.com;Politecnico di Milano
Mohammed N. Afsar;Mohammed.Afsar@gmail.com;ETH Zurich
Julio Barros;Julio.Barros@gmail.com;University of Chicago
Ramon I. Diego;Ramon.Diego@gmail.com;University of Oxford
Jie Zhang;Jie.Zhang@gmail.com;UCL
Zhousuo Zhang;Zhousuo.Zhang@gmail.com;UCL
Wei Cheng;Wei.Cheng@gmail.com;The University of Edinburgh
Xiang Li;Xiang.Li@gmail.com;University of Pennsylvania
Binqiang Chen;Binqiang.Chen@gmail.com;Cornell University
Zhibo Yang;Zhibo.Yang@gmail.com;UCL
Zhengjia He;Zhengjia.He@gmail.com;Imperial College London
Youngkil Choi;Youngkil.Choi@gmail.com;Cornell University
Jeongjin Roh;Jeongjin.Roh@gmail.com;California Institute of Technology
Hyungdong Roh;Hyungdong.Roh@gmail.com;University of Oxford
Hyunseok Nam;Hyunseok.Nam@gmail.com;Princeton University
Songjun Lee;Songjun.Lee@gmail.com;California Institute of Technology
Emad Alnasser;Emad.Alnasser@gmail.com;ETH Zurich
Hamid D. Taghirad;Hamid.Taghirad@gmail.com;Stanford University
P. R. Bélanger;P..Bélanger@gmail.com;Stanford University
Wei-Qun Shu;Wei-Qun.Shu@gmail.com;University of Pennsylvania
Zhaoqing Wang;Zhaoqing.Wang@gmail.com;Massachusetts Institute of Technology
Bo Chen;Bo.Chen@gmail.com;Tsinghua University
Harry H. Cheng;Harry.Cheng@gmail.com;UCL
Benjamin D. Shaw;Benjamin.Shaw@gmail.com;University of Oxford
Joe Palen;Joe.Palen@gmail.com;California Institute of Technology
Ping Feng;Ping.Feng@gmail.com;University of Oxford
Md. Abdur Rahman;Md..Rahman@gmail.com;Stanford University
Abdulmotaleb El-Saddik;Abdulmotaleb.El-Saddik@gmail.com;Cornell University
Gerhard P. Hancke;Gerhard.Hancke@gmail.com;Massachusetts Institute of Technology
Ruan Malan;Ruan.Malan@gmail.com;Massachusetts Institute of Technology
Patrick Schopp;Patrick.Schopp@gmail.com;University of Pennsylvania
Hagen Graf;Hagen.Graf@gmail.com;EPFL
Michael Maurer;Michael.Maurer@gmail.com;Harvard University
Michailas Romanovas;Michailas.Romanovas@gmail.com;ETH Zurich
Lasse Klingbeil;Lasse.Klingbeil@gmail.com;University of Oxford
Yiannos Manoli;Yiannos.Manoli@gmail.com;University of Cambridge
Yuan-Pin Tsai;Yuan-Pin.Tsai@gmail.com;California Institute of Technology
Kun-Long Chen;Kun-Long.Chen@gmail.com;University of Pennsylvania
Yan-Ru Chen;Yan-Ru.Chen@gmail.com;Yale University
Nanming Chen;Nanming.Chen@gmail.com;Massachusetts Institute of Technology
Giuseppe Ferri;Giuseppe.Ferri@gmail.com;Cornell University
Nicola Carlo Guerrini;Nicola.Guerrini@gmail.com;Princeton University
E. Silverii;E..Silverii@gmail.com;Yale University
A. Tatone;A..Tatone@gmail.com;University of Cambridge
Edoardo Fiorucci;Edoardo.Fiorucci@gmail.com;Stanford University
Giovanni Bucci;Giovanni.Bucci@gmail.com;California Institute of Technology
Ruggero Cattaneo;Ruggero.Cattaneo@gmail.com;University of Chicago
Annalisa Monaco;Annalisa.Monaco@gmail.com;Harvard University
Lubin Chang;Lubin.Chang@gmail.com;University of Cambridge
Baiqing Hu;Baiqing.Hu@gmail.com;UCL
Yang Li;Yang.Li@gmail.com;Princeton University
Dongchuan Yu;Dongchuan.Yu@gmail.com;Harvard University
Fang Liu;Fang.Liu@gmail.com;Peking University
Pik-Yin Lai;Pik-Yin.Lai@gmail.com;Harvard University
Aiguo Wu;Aiguo.Wu@gmail.com;University of Cambridge
Antonio Affanni;Antonio.Affanni@gmail.com;UCL
Ruben Specogna;Ruben.Specogna@gmail.com;Imperial College London
Francesco Trevisan;Francesco.Trevisan@gmail.com;California Institute of Technology
José Pelegrí Sebastiá;José.Sebastiá@gmail.com;UCL
Eduardo Garcia-Breijo;Eduardo.Garcia-Breijo@gmail.com;California Institute of Technology
Javier Ibáñez Civera;Javier.Civera@gmail.com;Politecnico di Milano
Tomas Sogorb;Tomas.Sogorb@gmail.com;Stanford University
Nicolás Laguarda-Miro;Nicolás.Laguarda-Miro@gmail.com;EPFL
José Garrigues;José.Garrigues@gmail.com;Politecnico di Milano
Shang-Teh Wu;Shang-Teh.Wu@gmail.com;Politecnico di Milano
Jing-Ying Chen;Jing-Ying.Chen@gmail.com;Princeton University
Szu-Hsien Wu;Szu-Hsien.Wu@gmail.com;The University of Edinburgh
Peng Cheng;Peng.Cheng@gmail.com;California Institute of Technology
Bengt Oelmann;Bengt.Oelmann@gmail.com;University of Chicago
Ants Ronk;Ants.Ronk@gmail.com;University of Cambridge
Fragiskos A. Batzias;Fragiskos.Batzias@gmail.com;Massachusetts Institute of Technology
Christina G. Siontorou;Christina.Siontorou@gmail.com;University of Chicago
Harri J. Juttula;Harri.Juttula@gmail.com;Cornell University
Timo P. Kananen;Timo.Kananen@gmail.com;University of Pennsylvania
Anssi J. Makynen;Anssi.Makynen@gmail.com;Massachusetts Institute of Technology
Abul Nuruzzaman;Abul.Nuruzzaman@gmail.com;University of Cambridge
Ozdal Boyraz;Ozdal.Boyraz@gmail.com;University of Oxford
Bahram Jalali;Bahram.Jalali@gmail.com;Imperial College London
Udo Pursche;Udo.Pursche@gmail.com;National University of Singapore (NUS)
Jens Flucke;Jens.Flucke@gmail.com;University of Chicago
Andreas Wentzel;Andreas.Wentzel@gmail.com;Politecnico di Milano
Stephan Freyer;Stephan.Freyer@gmail.com;Princeton University
Chafik Meliani;Chafik.Meliani@gmail.com;University of Cambridge
Wolfgang Heinrich;Wolfgang.Heinrich@gmail.com;UCL
Gilles Mauris;Gilles.Mauris@gmail.com;Massachusetts Institute of Technology
Lamia Berrah;Lamia.Berrah@gmail.com;National University of Singapore (NUS)
Laurent Foulloy;Laurent.Foulloy@gmail.com;Peking University
Alain Haurat;Alain.Haurat@gmail.com;University of Oxford
Nikolaos Papandreou;Nikolaos.Papandreou@gmail.com;Harvard University
Theodore Antonakopoulos;Theodore.Antonakopoulos@gmail.com;University of Oxford
